text,gold_label,source
There's nothing unusual about other colleagues. I'm the only one who's too busy to die. He must have been after me.,Mind Reading,c2d2
"He beat me so hard, it seems he usually hates me.",Mind Reading,c2d2
You'll be late. It's a minor lesson.,No Distortion,c2d2
Bad. I can't swim anymore. My friends will think I'm parked in the middle like a fool.,Mind Reading,c2d2
It's because I'm so stupid that I can't even do a little thing like booking a hotel. It's gotta be a stupid guy.,Labeling,c2d2
I must be dying. I'm depressed. I've got suicide thoughts.,Fortune-telling,c2d2
That's what he thinks I hate. That's what's embarrassing me.,Mind Reading,c2d2
"This is the case for all parents, and I am greatly disappointed by their conservatism of the money and the door to the door, and they are the same people.",Overgeneralization,c2d2
"Poor economics, I'm sure I'm weak, narrow-sighted, bad character, and no one else.",Overgeneralization,c2d2
"It's hard for me to be sad about something like that, but why can't I cry? Am I a white-eyed wolf?",Labeling,c2d2
She's working when I'm working. She's working when I'm off.,No Distortion,c2d2
I feel like I'm a liability in the lab.,Personalization,c2d2
"Even if I try to fit in, they'll never like me.",Fortune-telling,c2d2
"I'm tired, but I don't want to relax. I'm in a bad mood.",Emotional Reasoning,c2d2
I always wake up about the same time every night. I hate it.,No Distortion,c2d2
"She's so hypocritical, telling us not to learn, and she's sneaking around in bed. She's definitely jealous of me, trying to keep me behind.",Labeling,c2d2
It's bad luck to find a room like this.,No Distortion,c2d2
"This case is really hard for me. This time it's a long experience. Next time I see a case like this, I'll probably know how to handle it.",No Distortion,c2d2
It's my fault I didn't do it well. The teacher said I should do it too.,No Distortion,c2d2
"My life has no meaning, no love, no affection.",All-or-Nothing Thinking,c2d2
I've been doing this lately because I deserve it.,Personalization,c2d2
It's so painful. I'm glad this cough came out a few times. It's not like I almost got close to the hospital last time.,No Distortion,c2d2
"I've made unforgivable mistakes in my last life, and that's what happens in my life.",Personalization,c2d2
They can't see what they're doing. There's no end to this trouble.,Overgeneralization,c2d2
"I don't know how to solve a conflict. Even if I wanted to, I couldn't.",Mind Reading,c2d2
"I'm sick and tired of driving, and I'm having a bad day when I'm meeting such a bad driver.",All-or-Nothing Thinking,c2d2
"They found a partner, I'm still alone, I'm lonely, I'm lonely, I'm lonely, I'm miserable, I'm probably always with me.",No Distortion,c2d2
I very much hope that I am straight and that my sexual orientation has dragged my family and troubled them.,Personalization,c2d2
Why can't the sky stop raining so I can get my test going? Now I'm going to fail.,Fortune-telling,c2d2
It's my fault I didn't work well. It's my fault the leader criticized me.,Personalization,c2d2
I can't take this responsibility anymore. I always think about it. Dogs jump in the room. I'm so bad.,Emotional Reasoning,c2d2
It must be someone who's trying to make me homeless because I don't like it.,Fortune-telling,c2d2
I like to stay at home. It's nice not to go out.,No Distortion,c2d2
"I'm so bad, I'm just a scolding person.",Labeling,c2d2
"While many dreams remain unfulfilled, and even though my family still needs my company, I must live my life.",No Distortion,c2d2
My roommate's gonna think I'm dirty when he finds out. My boyfriend's gonna hate me. I can't tell anyone. I'm scared.,Mind Reading,c2d2
Why is it so disappointing to expect him to come true every time?,Overgeneralization,c2d2
"I'm so stupid, even if I'm involved in a variety of activities, my teammates will hate me for stalling.",Mind Reading,c2d2
I'm too scared to make friends. I'm the only one waiting for me. It's normal not to make friends with me.,Personalization,c2d2
"I don't give a shit if I have to call the police, arrest people, monitor, and I don't know if I can get the money back. Why is it always happening to me, and my life is always full of this.",Emotional Reasoning,c2d2
"I caught a cold, probably with a weak resistance.",No Distortion,c2d2
"I wish the world would end sooner. If the world were to die, I wouldn't have to work.",All-or-Nothing Thinking,c2d2
Why should I be infected? They must have done it on purpose. Can't they be of some quality?,Fortune-telling,c2d2
I'm too tough. I'll never be a useless man.,Labeling,c2d2
"Forget it, it hurts. I'll just put up with it. If I go to the hospital, my son and daughter will think I'm paying too much.",Mind Reading,c2d2
"I am weak, unattractive, not even my children look down on me, and I am not worthy of being their father, nor should I want to be a husband.",Personalization,c2d2
They are understanding friends. They will understand me.,No Distortion,c2d2
"That I didn't meet the requirements, that's a pretext. I saw so many people come to the interview, that's the one who passed, that he's with HR's eyebrow, that's the way to the back door, that's the way to everybody, that's the way to the face.",Mind Reading,c2d2
"Once again, it is seen as an additional exercise that corrects earlier mistakes.",No Distortion,c2d2
"I've been working so hard for so long, I haven't saved any money. It's a piece of shit.",Labeling,c2d2
"I can't remember anything, I can't do anything, I can't do anything. I must be the dumbest person in the world, not more stupid than me.",Labeling,c2d2
"The liver hasn't been written for so long, but it's like I'm touching fish for most of the time.",Labeling,c2d2
I'm sure Father blames me for not being with him properly.,Mind Reading,c2d2
Chemotherapy is too painful. Why don't you just give up and die in bed?,Emotional Reasoning,c2d2
I could've done it without me on the list. I'm sure someone took my place.,Mind Reading,c2d2
"As a beating worker, working overtime on a pro bono basis, my bottom line was mercilessly trampled, and I felt that it was pointless for me not to live.",Emotional Reasoning,c2d2
"I was too late, others had planned their lives, and I was still confused, and my life was a total failure.",All-or-Nothing Thinking,c2d2
"He also took me as his best friend and told me what he thought; indeed, he was a self-righteous man.",Labeling,c2d2
"If I fail this time, my reputation in industry will surely stink, and I will not be able to take any jobs in the future, and I will starve to death.",Emotional Reasoning,c2d2
"No matter how hard I try to be a good student, a helper friend, no one really likes me, nobody cares about me. I don't have a real friend, and I've never been in love.",Fortune-telling,c2d2
"Why do I have to do nothing? My efforts will always be easily stolen, and no matter how hard I struggle, good results will not be achieved.",Overgeneralization,c2d2
"I'm tired every day. I feel like I've got a lot of work to do, but I'm growing up fast.",No Distortion,c2d2
I'm pregnant when I'm so young. I feel like my life is a waste. Everything's gone.,All-or-Nothing Thinking,c2d2
"Now that you're so well-developed, you'll find the cause of the disease and cure me. Maybe it's just a little bit of a problem.",No Distortion,c2d2
I'm so stupid to say things that don't always make people unhappy.,Personalization,c2d2
"Do it again. Come on, you don't have to do it next time. You won't keep your promise.",Overgeneralization,c2d2
This marriage really sucks. I can't stand it.,Emotional Reasoning,c2d2
How can he judge the president? He's mad at me. I have to be the head of the club and say he doesn't deserve it.,Emotional Reasoning,c2d2
"I used to wake up in the middle of the night, and I'm starting to get a little scared. Am I getting sick or something?",Fortune-telling,c2d2
Tell her what I think. Let's discuss it together. It's better to make the best choices.,No Distortion,c2d2
"The path to my future is dark, and I've lost everything, along with the bright future of my dreams.",Fortune-telling,c2d2
"It's sad, I'm with my family, and I want to kill myself. I'm sorry.",Personalization,c2d2
My graduation photo couldn't be found because I didn't know how to clean up and leave things in the corner.,No Distortion,c2d2
"Maybe it's because of what happened on the road, it's a little slow, and it's understandable.",No Distortion,c2d2
You probably don't have a big problem. Don't freak yourself out.,No Distortion,c2d2
"From now on, I'll never see the light in my life again. I think a butterfly with broken wings fell into a deep well and fell into the dark forever.",Overgeneralization,c2d2
"Wipe it before it burns, or it'll be too dangerous for him to be more careful about it.",No Distortion,c2d2
"I tried so hard for them to see, but I didn't like me, so I ignored me.",Mind Reading,c2d2
Looks like I'm going to have to upgrade my abilities. I'm going to have to work on it.,No Distortion,c2d2
This can't go on anymore. There's still a chance to fix it.,No Distortion,c2d2
I can't even handle my family. What can I do? I'm nothing.,All-or-Nothing Thinking,c2d2
I can't even do an experiment. My student career is a failure.,Emotional Reasoning,c2d2
They can do it. I can't do anything. I'll just go home and rest.,Emotional Reasoning,c2d2
I'm sure the contradictions are temporary. We'll find a way to resolve them.,No Distortion,c2d2
Standing with someone who looks good makes me ashamed.,No Distortion,c2d2
"The teacher always criticizes me. Even if I try to push the project forward, I'll be rejected by the teacher.",Mind Reading,c2d2
"It's because I'm weak and have too many tasks to have the courage to refute, and I deserve to be bullied.",Emotional Reasoning,c2d2
"I saw my colleague with my water bottle the day before yesterday. He drugged me, didn't he?",Mind Reading,c2d2
"He stood me up because I wasn't ready to work, right?",Personalization,c2d2
"I'd rather die than die, so it won't hurt.",Emotional Reasoning,c2d2
"My main feeling is nothing, not grief, but I think I need to feel a lot of grief to overcome the difficulties, but I cannot let myself experience them.",Emotional Reasoning,c2d2
It must have been a lot of credit for me.,Mind Reading,c2d2
There's nothing to worry about. The clothes aren't obvious. No one must have noticed.,No Distortion,c2d2
"I haven't tried to get there yet. After all, there are so many good people.",No Distortion,c2d2
"Because of last night ' s fascination of film, I now have to face the price of sleeplessness, and I cannot rest in my heart.",Personalization,c2d2
It's annoying to live with a roommate like this. She ruined my life in college for four years. There's nothing good about it. I'm screwed if I don't get rid of her.,Overgeneralization,c2d2
She's a big winner. I envy her for working with energy and passion all day long.,No Distortion,c2d2
It's my fault I don't have a brain. I screwed it up.,Personalization,c2d2
"If I'm going to fail, I'm not going to do it, because I'm going to do nothing and people are going to laugh at me.",Fortune-telling,c2d2
"Shouldn't I leave and make him answer the phone, or be afraid to delay him?",No Distortion,c2d2
It's my fault I couldn't handle it well in advance.,Personalization,c2d2
"Ah, it's over. I'm late anyway, and I'm sure I'll get scolded by the teacher. I'll skip school. I'm definitely the worst student in the teacher's mind.",Mind Reading,c2d2
"He's bound to spread my bad words behind my back, and then everybody's gonna get away from me.",Fortune-telling,c2d2
"I think that what children say is not unreasonable, and it may be that my thoughts fail to take their feelings into account, and that, while they are wrong, they prove that they have grown up and have their own thoughts, and I am glad that they have.",No Distortion,c2d2
"I left the hospital with a medical certificate, and it felt like everyone was staring at me and thought that the passers-by was scolding me for being a psychopath.",Mind Reading,c2d2
I'm so useless. I'm so sick.,Labeling,c2d2
"I've worked so hard every day to carry out the task entrusted to me by my leadership, and I've been criticized and hard to do.",No Distortion,c2d2
The dog must have put it here deliberately to get back at me. He wanted to rob me of my job.,Mind Reading,c2d2
Have I been working too hard lately to make him nervous?,Personalization,c2d2
"I've been through a lot of nightly work, and he's just taken my credit and my colleagues are such disgusting people.",Overgeneralization,c2d2
The fact that each person has his or her own strengths and weaknesses cannot be changed in a short period of time.,No Distortion,c2d2
I don't have any feelings for him. I'm just disappointed. Marriage is a grave!,All-or-Nothing Thinking,c2d2
My body was warning me that I had to go to the hospital for a check-up this weekend.,No Distortion,c2d2
I can't sleep. What else can I do?,Labeling,c2d2
The leadership must be so disappointed in me that I will no longer be left with an important task.,Mind Reading,c2d2
"Oh, that's a lot of money. It hurts.",No Distortion,c2d2
These people don't look friendly at all. I'm still not going to know them. I can do it alone.,Mind Reading,c2d2
Does that mean that someone else thinks the same thing? Does anyone else think that I'm bad at it?,Overgeneralization,c2d2
"If you know, you'll know. There's nothing to be embarrassed about.",No Distortion,c2d2
Why would a teacher find me? The other classmates told me. They deserve to die.,Mind Reading,c2d2
What kind of restaurant? We'll close up sooner or later.,Mind Reading,c2d2
"I didn't believe in the rest of my life, but I didn't understand after he left me that I didn't care about and scorned those who looked forward to the next, and I looked forward to the possibility that one day I might look back and see a similar, strange face with a smile running into the crowd, but I'd know it was him, and the next life was a comfort.",No Distortion,c2d2
My parents turned a blind eye to me because I did not do what I could and I was never able to satisfy them.,Personalization,c2d2
Isn't this guy jealous of me because I'm a good learner?,Mind Reading,c2d2
"Although my parents are currently fighting, I believe that they will be able to resolve their problems as soon as possible and that we are still a family.",No Distortion,c2d2
"I don't like it. I look disgusting. I'm sorry to lie, and I'm sorry to let you see it.",Personalization,c2d2
"I don't think it's hard for them to get along. It's ridiculous. I'm better off with everyone, so I don't have to get along.",Emotional Reasoning,c2d2
"It's a bit annoying, but it's a concern. Let's talk to them next time.",No Distortion,c2d2
"I say hello to someone I don't know, and they're gonna say no, I know that.",Overgeneralization,c2d2
"He's always looking at me before, and now that the fox's tail is showing, he's trying to make me feel bad. He must've never made me a friend.",Mind Reading,c2d2
We don't have much contact at home. It makes me feel lonely.,Emotional Reasoning,c2d2
Nobody told me to go out. I'm so bored at home. I'm lonely.,No Distortion,c2d2
"I can't write papers that please my teachers, and I can't find jobs that please my parents, and I can't find a partner that pleases me.",Fortune-telling,c2d2
"I can't work on time if my car's broken, I can't work on time, I can't work on time, I can't get paid on time.",Emotional Reasoning,c2d2
"I tried, but the world was still unfair to me. How could I pass the exam?",All-or-Nothing Thinking,c2d2
"No one can ensure 100 per cent success, but I need to be prepared before going into action.",No Distortion,c2d2
"You're in the middle of something, right? I hate people like that.",Mind Reading,c2d2
My recent bad luck may be that I have done something in the past that offends something that cannot be offended.,Personalization,c2d2
This is the end of my friendship with him. I refuse him this time. He and I have no chance of going any further.,Fortune-telling,c2d2
"What am I supposed to do? I tried to control myself from watching the screen, but I'm a self-controlist.",Labeling,c2d2
I don't know how to lose weight. I'm gonna get fat all the time.,Overgeneralization,c2d2
"I don't usually work hard enough, so I can only protect myself, not necessarily, and if I'm strong enough, don't worry about it.",Personalization,c2d2
"It's hard to find a job now, and it's normal for me to live, work hard for a while, and it'll be all right.",No Distortion,c2d2
I'm always looking forward to an early end of my work and a good night's sleep.,No Distortion,c2d2
"Mom and Dad are doing this for my own good, just wait till the two sides calm down and apologize to them.",No Distortion,c2d2
I'm so tired. Why do you have so many jobs? I feel like I can't do it anymore.,No Distortion,c2d2
I'm tired of being so boring and not being cared for.,Overgeneralization,c2d2
"No matter how hard I try, it seems impossible to achieve the desired academic achievement, and perhaps I should give up everything completely.",Overgeneralization,c2d2
Don't you have a problem with me?,Mind Reading,c2d2
"I don't want to wear a suit anymore. If I wear a suit, I'm gonna wear it backwards. I don't deserve it.",Overgeneralization,c2d2
"I built the walls and took them apart, but they piled up around me, and I lost my sight and could barely breathe.",Emotional Reasoning,c2d2
I'm in despair. I don't have my name on the list. How could that happen?,All-or-Nothing Thinking,c2d2
Mom and Dad are so poor because they're stupid and lazy. I hate parents like that.,Labeling,c2d2
"I'm such a loser that everyone else can live a normal life in this situation, and I can't accept it.",Labeling,c2d2
The school doesn't even have a power system. What's the use of it? There's no value in it!,Emotional Reasoning,c2d2
That's what happens when I do illegal things. I know I have to. That's a small price.,No Distortion,c2d2
I can't even get a driver's license. My life is a failure.,All-or-Nothing Thinking,c2d2
"Marriage is a big thing in our lives, but I can't do it right. What's the point of my life?",All-or-Nothing Thinking,c2d2
"Let's get up to class. We'll catch up with the rest of the class now, at least not all of it.",No Distortion,c2d2
He's probably gonna say something bad to me. People are gonna respect me all the time.,Fortune-telling,c2d2
"It's true, a parent's life, if he doesn't have a good education, his own children have no place to look.",Emotional Reasoning,c2d2
It's just that I'm getting fat because I'm sick and I'm getting fat and I'm not gonna do it again if I'm sick. It's horrible. I don't want to get fat any more.,Fortune-telling,c2d2
"Even if you go to class, you don't have to learn to sleep in the dormitory.",Emotional Reasoning,c2d2
"My back hurts because I don't have day-to-day exercise, and I'm too lazy to be sick if I work faster.",Personalization,c2d2
What if I can't find a job? I don't want to be a burden to Mom and Dad.,Overgeneralization,c2d2
"I think this HR is here to pick its own princess. Well, when I can't tell you that HR and the guys who got in, they're all good-looking. Why, this company's short of vases?",Mind Reading,c2d2
I can't even educate my daughter. I can't do anything.,Fortune-telling,c2d2
"I'm a midget. I'm an ugly, short, ugly man. I can't see.",Labeling,c2d2
My life goes on and on and on and on and on and on and on and on and on and on and on.,Emotional Reasoning,c2d2
"Although failure is possible, I'm going to try.",No Distortion,c2d2
Neither research nor work can regret their choices and walk steadfastly along the path of their choice.,No Distortion,c2d2
"Nobody wants to come and meet me, and I don't want to.",Overgeneralization,c2d2
"It's a pain in the back. It's a pain in the ass. It's a pain in the ass. My God, it's a pain in the ass. What's the matter with me?",Emotional Reasoning,c2d2
It's embarrassing. I've got to get out of here.,No Distortion,c2d2
They stole it so many times. They haven't caught me yet. They're mad at me. They must have done nothing.,Mind Reading,c2d2
"Even if you marry someone you don't like, it's gonna have to go on and take a step, hey.",No Distortion,c2d2
I can't get over it. I can't make it.,All-or-Nothing Thinking,c2d2
"Maybe it's just an unconscious act on the part of parents, but they must have deliberately made me suffer, or why do they keep doing this to me?",Mind Reading,c2d2
"I think parents don't love me, and friends have things they don't want to buy me, and if they love me, they don't care about money.",Fortune-telling,c2d2
I'm sure my husband doesn't like me either.,Mind Reading,c2d2
That's why I'm so fat because I'm so weak.,Personalization,c2d2
"It's a cruel society, with so much competitive pressure, that I've had so much to live with.",Personalization,c2d2
"I don't know how to swim. I can't play badminton, I can't skate. I don't know anything about sports.",Overgeneralization,c2d2
"Let's go check it out, see if it's a white wolf. It's worth it if you die once.",No Distortion,c2d2
"You know, I'm a stupid, mentally weak person who can't even be a good student and who's ready to be a cannonball.",Labeling,c2d2
I feel like I'm bothering him and I don't know if he's bored with me.,Mind Reading,c2d2
Is there something urgent he can't tell me? I'll make a call.,No Distortion,c2d2
"I often feel like I'm dumb, and people get away from me.",Personalization,c2d2
"I told only my closest friends, but I felt that they betrayed me, that there was only betrayal in the world and that I could not trust anyone.",All-or-Nothing Thinking,c2d2
All I've felt since the fight was over is my indifference. A man like me doesn't deserve a friend.,Personalization,c2d2
It's over. I can't remember. I'm useless.,Labeling,c2d2
Why does this dog bite no one else? It must be because I smell something good.,Personalization,c2d2
"I think there's nothing I can do to restore my eyes, and I gave up treatment completely.",Overgeneralization,c2d2
"The eyes are the most important organ of design, my eyes are broken, my design will be affected, and I'll never be able to fit in with an advanced designer in my life, and I'll never be able to do it again.",All-or-Nothing Thinking,c2d2
"Boys love nice, nice girls.",No Distortion,c2d2
It's really my problem this time. I didn't look into the scope of the study.,No Distortion,c2d2
It's hard. It's a bit unaffordable.,No Distortion,c2d2
"There are few contacts with their families, and I guess they've forgotten me, and I'm sorry, but I decided not to contact them.",Mind Reading,c2d2
It's my fault I didn't save it in time. I can't even do this little thing right now. It's my fault.,Personalization,c2d2
I really don't have any money right now. Maybe I'll never have enough money for my wife.,Overgeneralization,c2d2
My family doesn't want to contact me. They don't like me anymore.,Fortune-telling,c2d2
It's really hard for me to make them so sad. I'd better run away from home as far away as possible and leave them alone.,Emotional Reasoning,c2d2
Why do I have to do this so hard? It's so unfair.,Personalization,c2d2
"I'm sure he's tired of me. He's trying to divorce me, isn't he?",Mind Reading,c2d2
"I'm anxious, I'm dizzy, I feel like I don't know anything, my life is too painful, and I'll never be here tomorrow.",Emotional Reasoning,c2d2
"I'm living under oppression and power. I don't want to do anything, or I'll have no more questions.",Overgeneralization,c2d2
I'll always be betrayed by my friends. I shouldn't trust anyone.,Overgeneralization,c2d2
The problem of having no money keeps bothering me. I'll live like this forever. I hate working.,Overgeneralization,c2d2
"I also went to a concert with my friends, and now I have no money to buy but to bail him out, and my friends will think I'm not honest and can't talk.",Mind Reading,c2d2
"I always say I want to lose weight, but I never lose weight. I must be funny in people's eyes.",Mind Reading,c2d2
When will my sleep disorder be better? I can only feel endless torture.,Emotional Reasoning,c2d2
"It's not going to be so much trouble today, we were so good at it. Now our friendship must be ruined and never go back to the way it was.",Overgeneralization,c2d2
I'm an abandoned son of the world. I've been abandoned by life.,Labeling,c2d2
"I'm so fat, I get tired from bed, I'm so depressed, I'm better off lying in bed.",Emotional Reasoning,c2d2
"If I make a mistake in this position, I'll be rejected by my colleagues and my superiors.",Fortune-telling,c2d2
"Once I've had a fight, I'll fight every day, and then I'll have more and more feelings, and I'll be the one who's not happy.",Overgeneralization,c2d2
They must think I'm in trouble to call me. I don't want to put it on.,Mind Reading,c2d2
I don't know where I'm at. I'm a natural loser.,Labeling,c2d2
Makes me take-out in the middle of the night and deserves to be stolen.,No Distortion,c2d2
I've touched the fish in class. It's all part of my duty to fish in class.,Emotional Reasoning,c2d2
Forget it. I'll lose anyway. Just keep looking at the phone.,No Distortion,c2d2
"She's always competing with me, and whatever I do, she's trying to crush me to keep her nameless pride. She certainly doesn't think I'm good enough for her.",Mind Reading,c2d2
I've got to figure out a way to fix this.,No Distortion,c2d2
"If I fail, a lot of people will laugh at me and make me suffer more.",Mind Reading,c2d2
It's a tough case. It determines my career. It's so stressful. I can't lose.,Emotional Reasoning,c2d2
I've been tied up with them all my life and I've wanted to die.,All-or-Nothing Thinking,c2d2
It's hard. I don't want to waste any more time. Give it up.,No Distortion,c2d2
I still don't have a clear mind. I'd like to get some more sleep.,No Distortion,c2d2
"I can't help it. He's in a family emergency today, so I'll leave him alone.",No Distortion,c2d2
"My parents, even if they don't eat well and dress well, try to be nice to me. I've been lucky to meet such a good parent for three years!",No Distortion,c2d2
It's all my fault! I didn't teach him. I didn't find his problems.,Personalization,c2d2
What did I do? Why didn't I do it? It's all my fault.,Personalization,c2d2
My sexual orientation shames the whole family. It's all my fault.,Personalization,c2d2
I can't even write a paper. I'm such a loser.,All-or-Nothing Thinking,c2d2
"Why don't you go home? The kid's so worried, he's dying. I'm gonna go find her.",No Distortion,c2d2
"If she doesn't come to me for dinner, I'm an unattractive piece of shit.",Labeling,c2d2
I'm a coward who can't even see what he's got.,Labeling,c2d2
How come I've been such a mess these past few days? I can run into a teacher when I go out.,Emotional Reasoning,c2d2
I don't have any friends here right now. I feel a little lonely.,No Distortion,c2d2
That's all I can do. I can't go to a good company.,Mind Reading,c2d2
The weather forecast says I don't have an umbrella in the sun. I'm a man who doesn't know what to do.,Labeling,c2d2
I'm so afraid I can't make friends. It's impossible to make friends.,All-or-Nothing Thinking,c2d2
"There are too many golden girls. I'm going to stay away from them, and it's right not to have a wedding, so they won't bully me.",No Distortion,c2d2
"Is it because I fought with him last time that she didn't want to go home because I'm so angry, I'm such an incompetent parent, I'm sorry for my daughter.",Personalization,c2d2
I should spend more time with him before he leaves and join him in the sights he has never seen.,No Distortion,c2d2
I'll never lose my husband's love. We'll never go back.,Fortune-telling,c2d2
I'd rather not sign up and stay in the bedroom.,Fortune-telling,c2d2
It's really bad to be his student. It's a bad morning.,Emotional Reasoning,c2d2
My parents are my burden. Will they be better off when they leave me?,All-or-Nothing Thinking,c2d2
"Anyway, I've got to go, so I don't have to protect myself. I'll be out on the street in a minute.",Emotional Reasoning,c2d2
"Doctors and parents told me there was no problem, so I guess there's no problem.",No Distortion,c2d2
"I'm a sinner, they're cold violence and I'm normal.",Labeling,c2d2
I can't do anything but hurt someone who loves me.,Labeling,c2d2
"I feel like life is so unfair to me, I'm always sick at an important moment, and I'm going crazy under this endless pressure!",Overgeneralization,c2d2
"I'm just not coming home at night, and my father's so angry, he's sure he's not satisfied with anything else. I must have been a disappointed child in his eyes.",Fortune-telling,c2d2
I've never been punished for this. I'm no longer a good student from now on.,All-or-Nothing Thinking,c2d2
"My parents are always fighting, they're always very violent, and I'm really sorry, they're my favorite people, and I can't choose who to help.",No Distortion,c2d2
I can't escape their control and they won't let me leave them even if they get married. My future will be so unfree and painful.,Fortune-telling,c2d2
"People like her, they're lazy and stupid. They don't even know how to get into college.",Overgeneralization,c2d2
"My body's so bad, I can't walk, I'm not feeling well in the season, I'm a sick person.",Labeling,c2d2
"It's kind of hard to study, but everyone else thinks I'm not gonna make it, and then they're gonna laugh at me.",Mind Reading,c2d2
It's not worth it. I deserve it. Who made me gay?,Personalization,c2d2
I'm in a bad mood. The world is a fantasy. I'd rather die.,Emotional Reasoning,c2d2
"Slowly, someone has to go through this step, develop themselves, improve their abilities.",No Distortion,c2d2
I talked to them. I'm an adult. I should talk to them about my way of life.,No Distortion,c2d2
"They just want to control me and make me a money-making tool at their disposal. It's horrible, they never care what I feel!",Mind Reading,c2d2
It's hard for me to lose someone. I can't accept it.,Emotional Reasoning,c2d2
"Now that he's given me these jobs, that's what he knows can be done.",No Distortion,c2d2
I've been really busy. I haven't been in touch with my family for a long time. My parents must be complaining that I'm ignoring them.,Mind Reading,c2d2
I can't just sit there and wait a little bit longer for the takeout to be stolen.,Personalization,c2d2
"When I was young, I didn't work well and I couldn't get married.",No Distortion,c2d2
You must have looked down on me in front of the hotel.,Mind Reading,c2d2
I'm in the middle of a career. I'll spend more time with my family when I get to the top!,No Distortion,c2d2
"They're nice to me, but I still want to find my own parents.",No Distortion,c2d2
"I haven't studied the subjects of the examinations, they're like a notice of failure, and I'm sure it's a terrible test.",Fortune-telling,c2d2
I'm the only one who's ready to get a job. I don't want to be an alien.,All-or-Nothing Thinking,c2d2
My real parents lost me because they didn't like me.,Mind Reading,c2d2
"I must have been a failed student, I couldn't get a scholarship. I'm doomed to do nothing. I'll never do anything!",All-or-Nothing Thinking,c2d2
"I've got plenty of ducks, and I can't be scared of a little setback. I'm going to fight ducks to the end of the day.",No Distortion,c2d2
"I think it's normal, not every company suits me, and I sort out the mood and go looking for the next company.",No Distortion,c2d2
"My favorite kids do this to me. I'm so sad. Why is this happening? I don't blame them anymore, I don't deserve to be a good mother.",Emotional Reasoning,c2d2
"There is indeed a gap between me and him, and if he refuses me, it is also a matter of reason.",No Distortion,c2d2
"The proper disinfection of alcohol and timely vaccinations, together with the daily exercise I insist, should be sufficient to fight the disease, and I firmly believe that everything is possible.",No Distortion,c2d2
I'm so sorry that I didn't solve the conflict with my kids.,No Distortion,c2d2
What am I supposed to tell my family? They don't care about company policies. They think it's my problem to lose their pay.,Mind Reading,c2d2
"I've been violated, my life has failed, my life has been ruined.",All-or-Nothing Thinking,c2d2
I can't help it because I don't take care of my children at work.,No Distortion,c2d2
Mom must think I'm too stupid to take care of myself. I let her down.,Mind Reading,c2d2
"So much work, I'm really done? I'm tired.",No Distortion,c2d2
It's been a long time since I've been here. He's just trying to fire me.,Mind Reading,c2d2
It's bad luck. I was seen with this ear nail the first time. It's bad luck!,Emotional Reasoning,c2d2
I don't know what he'll think when he hears it.,No Distortion,c2d2
I'm so depressed. I'm like rotting mud. I can't turn over forever.,Emotional Reasoning,c2d2
They get along well. Lucky they don't have to force me to socialize. I prefer to be alone.,No Distortion,c2d2
It's normal for a child to cheat. Be patient as a teacher.,No Distortion,c2d2
"I'm a little upset, but it's also possible that someone else accidentally misdirected it, and I'm not very angry when I ask the shopkeeper to pay for it.",No Distortion,c2d2
It's hard for me to measure my grades in his heart. He must think I'm nothing.,Mind Reading,c2d2
"If I can't get married and have children, I'll live my life for nothing, not even a dog.",All-or-Nothing Thinking,c2d2
"I will certainly be seen as a fool, and they will laugh at me secretly.",Mind Reading,c2d2
She's not getting along with me anymore. I'll never meet a relative or a colleague in my life.,Overgeneralization,c2d2
I don't think so. I think I look good.,No Distortion,c2d2
"The man who gave me the greatest support left, and I felt like I couldn't live on my own.",Fortune-telling,c2d2
Somebody must have hurt Dad.,Mind Reading,c2d2
This society is gifted. It's useless to try.,Overgeneralization,c2d2
"The boss didn't remind me, just to find a reason to fire me.",Mind Reading,c2d2
"No matter which side I refuse, they'll hate me.",Fortune-telling,c2d2
"I'm not making progress on my studies, and I feel like I can't make progress in my life, like I'm stuck in front of a wall that can never be crossed.",Overgeneralization,c2d2
I didn't think I'd have a tumor. It could be God telling me that my life's in the countdown!,Fortune-telling,c2d2
"The second time I talked, my life must be full of pain like this.",Emotional Reasoning,c2d2
"I am aware that I have been somewhat relaxed over the past six months, and I must be vigilant, and I am confident that I will find a satisfactory job.",No Distortion,c2d2
I'm the one who died. Why can't God take me away? I'm useless.,Personalization,c2d2
"They fought with me for my own good, and they blamed me for being unsatisfied to my parents.",Personalization,c2d2
I'm too busy looking for her. It's my fault.,Personalization,c2d2
"My family and friends are helping me out, but I still feel bad and I can't accept his departure.",No Distortion,c2d2
"Having a disease like this, my life is a burden to others.",Personalization,c2d2
"I just can't have a lot of money, and I'm destined to be poor and not rich in my life.",Fortune-telling,c2d2
It's fun to play today. It's her loss not to come.,No Distortion,c2d2
"The family didn't contact me, and the D1587 I did badly in front of my family, let them down, and I must have done something wrong.",Personalization,c2d2
He hid while I was talking to a friend today because I was too fat for him to hate me.,Fortune-telling,c2d2
"I struggle in this cold world, and I feel like no one cares about me, and no one deserves to care about me.",Overgeneralization,c2d2
"I'm always troublesome for my family, and I can't be healthy and happy, even when I'm mentally ill.",Overgeneralization,c2d2
He's never been able to talk to me. I never had any respect.,Overgeneralization,c2d2
It's over. I can't spend the night. I won't be happy this day.,Fortune-telling,c2d2
"If this continues, I feel that I am about to be eliminated from society and that I may lose my job.",Fortune-telling,c2d2
I'm sure my kid doesn't like me. That's why he's making me feel bad.,Mind Reading,c2d2
