index,text,extracted,reasoning,predicted_label
1255,It’s really bothering me right now because school is getting a lot harder and I feel like i can’t keep up.,school is getting a lot harder and I feel like I can’t keep up,"The key phrase 'I feel like I can’t keep up' reflects an interpretation of the situation based on current emotional state. The speaker is concluding that they cannot keep up because of their feelings of being bothered and challenged by school difficulty, rather than an objective assessment. This aligns with emotional reasoning, where feelings are taken as evidence for truth.",Emotional Reasoning
1256,My entire way of thinking has changed.   I think my head will explode like a bomb.,"""My entire way of thinking has changed."" ""I think my head will explode like a bomb.""","The first phrase suggests a broad, sweeping change indicating a complete shift in perspective, which could be interpreted as seeing things in black-or-white terms, but more importantly, the second phrase is an exaggerated, catastrophic thought about physical consequence ('head will explode like a bomb'), implying a tendency to magnify the intensity and severity of the experience. This reflects an overestimation of the negative outcome, which fits the definition of Magnification rather than other distortions like All-or-Nothing Thinking or Emotional Reasoning.",Magnification
1257,"Now, my anxiety is getting worse. I am starting to display what I would call “social anxiety” symptoms. I don’t leave the house unless I have to for work, I avoid going to parties, I avoid meeting friends for lunch or dinner, I even show up late for family Christmas parties.","""Now, my anxiety is getting worse. I am starting to display what I would call 'social anxiety' symptoms. I don’t leave the house unless I have to for work, I avoid going to parties, I avoid meeting friends for lunch or dinner, I even show up late for family Christmas parties.""","The statement highlights the person's increasing anxiety accompanied by behaviors such as avoiding social events and leaving the house only when necessary. These behaviors are indicative of the person labeling their experience as 'social anxiety' symptoms. The phrase 'what I would call social anxiety symptoms' shows the person is assigning a generalized label to their feelings and behaviors. There is no evidence of all-or-nothing thinking, fortune-telling, or personalization here. The focus is on how the individual categorizes their experience, which is consistent with the cognitive distortion known as Labeling.",Labeling
1258,Lately I’ve been having mood swings where I’ll get really hyped and confident and encouraging and then I’ll get angry and whenever my boyfriend says to calm down it’s like a switch and it’s as if I never felt anything to begin with,‘it’s like a switch and it’s as if I never felt anything to begin with’,"The person describes abrupt shifts in mood and the experience of invalidating their own emotions, as if the prior feelings never existed. This indicates a tendency to disregard or deny their emotional experience suddenly, which is characteristic of Emotional Reasoning—judging reality based on feelings rather than objective evidence. They interpret their emotional reactions as invalid or nonexistent when told to calm down, reflecting emotional reasoning rather than a distortion like Mind Reading or Overgeneralization.",Emotional Reasoning
1259,"Read a lot about psychopaths and psychotic people on the internet and with the tiredness, not having much news I began to think I was a psychopath myself, that I am a very bad person and began to have flashes of me doing bad things to people and i got very scared so i didn’t sleep well again for weeks.",Read a lot about psychopaths and psychotic people; began to think I was a psychopath myself; thought I am a very bad person; flashes of doing bad things to people; got very scared; didn’t sleep well for weeks.,"The individual consumes information about psychopaths and psychotic people, then abruptly concludes they personally are a psychopath and a very bad person, despite no direct evidence or behavioral indication given. This represents applying a negative and global label to oneself based on thoughts and feelings rather than objective facts. The core distortion here is assigning a negative label ('psychopath', 'very bad person') to oneself, which aligns with the cognitive distortion 'Labeling'.",Labeling
1260,"Since then there hasn’t been a single day where I haven’t thought about that night and often worry about it happening again, it causes me to get very upset if people start shouting at me or anything like that because I get scared that they’ll hit me, even if it’s someone close to me and I know really that they won’t hurt me.","I often worry about it happening again; I get very upset if people start shouting at me because I get scared that they’ll hit me, even if it’s someone close to me and I know really that they won’t hurt me.","The statement reveals that the individual feels scared and upset whenever people shout, automatically assuming that shouting may lead to being hit. This fear persists despite knowing rationally that the close people won’t hurt them. This reflects a reasoning pattern where feelings of fear and upset are taken as evidence that harm is likely to occur. Thus, the person is using their emotions as a basis for their belief about reality, which fits the definition of Emotional Reasoning.",Emotional Reasoning
1261,He has a younger sister who is very attention seeking and comes and lives with us for a month every year.,"""younger sister who is very attention seeking""","The statement labels the sister with a fixed negative trait ('very attention seeking') without considering any other aspects or context of her behavior. This is a classic example of the Labeling cognitive distortion, where a person assigns a global negative label to someone based on a behavior or characteristic.",Labeling
1262,"My mom has bipolar disorder and depression, she will spend a couple months never leaving her room and watching tv.","""My mom has bipolar disorder and depression"", ""she will spend a couple months never leaving her room and watching tv""","The statement predicts a specific outcome that the mom will spend a couple months confined to her room based on her diagnoses of bipolar disorder and depression. This is a prediction about the future without certainty and assumes a negative outcome will definitely happen. This fits the definition of Fortune-telling, where one expects a negative future event without firm evidence.",Fortune-telling
1263,As a result of which for anything bad that happens in my life I blame him.,for anything bad that happens in my life I blame him,"The phrase indicates a tendency to attribute all negative events in the speaker's life to a single person. This reflects a pattern of extending a specific cause to all similar situations, regardless of other factors. This is characteristic of overgeneralization, where one negative event or cause is seen as the source of all bad outcomes.",Overgeneralization
1264,"That is one where I now feel no purpose or have any desire to do anything with life and feel it not too far away where it becomes unmanageable and I will commit suicide, albeit not wanting it.","feel no purpose, no desire to do anything with life, feeling it not too far away where it becomes unmanageable and I will commit suicide","The statement expresses a prediction about the future state of the speaker's feelings and actions, specifically foreseeing a scenario where life becomes unmanageable leading to suicide. This is a negative forecast about future events without definite evidence, which fits the cognitive distortion of 'Fortune-telling'. The speaker is assuming a worst-case future outcome based on current emotional state.",Fortune-telling
1265,"Although I know it’s wrong to self-diagnose, I self-diagnosed myself with dysthymia just in February because I started thinking about killing myself, although I never actualized my thoughts (because I know it’s wrong), when before, starting when I was around 8, I just thought of about how life for me and for everyone else around me might be better off without me being born – because I noticed the favoritism of my parents toward me over my sister.",1) 'self-diagnosed myself with dysthymia just in February because I started thinking about killing myself'; 2) 'thought of how life for me and for everyone else around me might be better off without me being born'; 3) 'noticed the favoritism of my parents toward me over my sister',"The statement shows a negative self-assessment based on internal feelings and interpretations rather than objective evidence. The person is drawing a generalized, negative conclusion about their worth and existence from specific feelings and family dynamics. This is not simply labeling themselves or fortune-telling future events, but rather they are overgeneralizing their feelings of worthlessness and how they think life would be better without them. The key distortion is a broad negative generalization about themselves based on selective negative thoughts and feelings across many years.",Overgeneralization
1266,Doing LSD is pretty much the only good choice I’ve ever made.,"""Doing LSD is pretty much the only good choice I’ve ever made.""","The statement implies that among all choices the person has made, only one choice (doing LSD) is viewed as good. This reflects a black-or-white or dichotomous view, where things are seen as either one way or the other, without middle ground or nuance. The phrase 'pretty much the only good choice' strongly indicates an all-or-nothing perspective rather than a balanced or nuanced view. There is no indication of emotional reasoning, fortune-telling, or other distortions. Thus, this fits best with All-or-Nothing Thinking.",All-or-Nothing Thinking
1267,"But I don’t know how to tell my parents to just leave it alone, let us grow apart, we have nothing in common and just shouldn’t be talking. If he was in REAL treatment maybe things would be different but he doesn’t want things to change.","""we have nothing in common"", ""just shouldn’t be talking"", ""If he was in REAL treatment maybe things would be different but he doesn’t want things to change.""","The statement contains a generalized negative conclusion about the relationship with the parents ('we have nothing in common' and 'just shouldn’t be talking'), which reflects sweeping negative assumptions about the entire relationship without nuance. Additionally, the statement ""If he was in REAL treatment maybe things would be different but he doesn’t want things to change"" assumes the parent's unwillingness and explains the situation with a negative internal attribution that is not confirmed. This generalization about the parent's behavior and the relationship qualifies as Overgeneralization, as it applies broad negative conclusions based on limited evidence.",Overgeneralization
1268,"Half of my mind tells me to go out and kill someone, while the other half says that it’s wrong and I shouldn’t. I’ve gotten to the point where I have cut myself so the feeling would go away.","""Half of my mind tells me to go out and kill someone, while the other half says that it’s wrong and I shouldn’t. I’ve gotten to the point where I have cut myself so the feeling would go away.""","The statement reflects an internal conflict characterized by the individual perceiving two extremes: an urge to commit a violent act versus the awareness that it is wrong. This reflects a polarized, black-and-white perception of thoughts and feelings. The language 'half of my mind' suggests a split with no middle ground or nuance, indicating extreme opposing viewpoints. The act of self-harm suggests an emotional coping response but does not define a distortion by itself. There is no evidence of prediction about the future (fortune-telling), labeling, or personal blame (personalization). Nor is there an emotional reasoning that concludes the thought must be true because of feelings, or magnification of one fact. The main cognitive distortion evident is All-or-Nothing Thinking, where the mind is split into two opposing camps with no compromise or middle ground.",All-or-Nothing Thinking
1269,"But regularly I feel depressed, I comfort eat, I feel that I am being a terrible father, I feel that I am not supporting my family correctly and feel extremely guilty for having these feelings.","I feel that I am being a terrible father, I feel that I am not supporting my family correctly, feel extremely guilty for having these feelings","The statement centers around the speaker's negative feelings about their role as a father and provider, leading to feelings of guilt. The key phrase 'I feel that I am being a terrible father' and 'I am not supporting my family correctly' indicate the speaker is interpreting their self-worth and role based on their emotions—feeling depressed and guilty leads them to conclude they are failing. This aligns with Emotional Reasoning, where feelings are taken as evidence of truth. There is no indication of all-or-nothing extremes, fortune-telling, labeling a fixed identity beyond this emotional self-assessment, or other distortions. The self-criticism follows directly from the emotional state rather than an explicit overgeneralization, personalization beyond guilt, or should statements.",Emotional Reasoning
1270,"i have every thing that makes me hate myself, i go to the gym but still hate myself , i aslo tried to treat my acne but its not helping. this really affecting my self-esteem and my social life i dont feel confident at all and i hate myself","i have every thing that makes me hate myself, i go to the gym but still hate myself, i also tried to treat my acne but its not helping, this really affecting my self-esteem and my social life, i dont feel confident at all and i hate myself","The statement reflects a persistent negative view of the self despite efforts to improve (e.g., going to the gym, treating acne). The individual concludes that because these efforts have not changed their feelings, they must hate themselves overall. This indicates a black-and-white approach to their situation, where partial effort or progress is ignored in favor of an all-encompassing negative conclusion. The repeated use of 'I hate myself' shows a global negative labeling and an absolute judgement, characteristic of all-or-nothing thinking rather than other distortions like emotional reasoning or magnification. The pattern of ignoring positive efforts and focusing only on an absolute negative self-assessment aligns best with All-or-Nothing Thinking.",All-or-Nothing Thinking
1271,I don’t know why these thoughts come up and they bother me a lot. I’m very scared of someone not caring enough about me.,"""I’m very scared of someone not caring enough about me.""","The statement involves fear about what others feel towards the speaker, specifically worrying that someone does not care enough. This reflects an assumption about another person's feelings or thoughts without clear evidence, which aligns with 'Mind Reading'—believing you know what others are thinking or feeling. There is no evidence in the statement that the speaker is using extreme categories (all-or-nothing), predicting the future (fortune-telling), or interpreting emotions as facts (emotional reasoning). The fear stems from an assumed perception of others' feelings, characteristic of mind reading.",Mind Reading
1272,"I am concerned that if I can’t control my impulses to something as innocent as a kitten, what can happen in the future towards my daughter?","if I can’t control my impulses to something as innocent as a kitten, what can happen in the future towards my daughter","The speaker is making a prediction about a negative future event based on current difficulty controlling impulses. This involves anticipating a problematic or harmful outcome without evidence and assuming a worst-case scenario, which fits the pattern of predicting the future negatively without certainty.",Fortune-telling
1273,"I do not believe that hate, resentment, or just a lack of caring are the appropriate feelings to have when someone is having a problem, and yet, I feel these types of feelings.","""I do not believe that hate, resentment, or just a lack of caring are the appropriate feelings to have when someone is having a problem, and yet, I feel these types of feelings.""","The speaker expresses a belief about what feelings are 'appropriate' when someone has a problem, suggesting a rigid standard about emotions (should not feel hate, resentment, or lack of caring). This implies a judgment about how emotions 'should' be experienced. The statement then reveals the speaker actually feels those emotions, indicating a conflict with their internal 'rules' about feelings. This aligns with the cognitive distortion known as 'Should statements,' where people impose strict rules or standards on themselves or situations.",Should statements
1274,"There is nothing about me that stands out as an artist, and I feel like I just don’t offer anyone anything.","""There is nothing about me that stands out as an artist,"" and ""I feel like I just don’t offer anyone anything.""","The statement reflects a negative, sweeping judgment about the self, implying a complete lack of positive qualities or contributions. The phrase ""There is nothing about me that stands out"" suggests an absolute and global conclusion, which indicates an overgeneralization from possibly limited evidence or feelings. The individual is generalizing one or a few perceived shortcomings to a broad negative evaluation of their entire value as an artist and as a person providing to others.",Overgeneralization
1275,I’m afraid that one day I’ll be sent to a mental institution if I end up doing something horrible.,I’m afraid that one day I’ll be sent to a mental institution if I end up doing something horrible.,"The statement involves predicting a negative future event (being sent to a mental institution) based on a hypothetical scenario (doing something horrible). The key aspect is the anticipation of a specific negative outcome without evidence, which aligns with making a negative prediction about the future.",Fortune-telling
1276,"For the past 4 years, I’ve been experiencing memories of bad stuff that’s happened as a kid. I have been bullied at school and have issues communicating with people and family. I don’t have to many friends and have a hard time talking with people. I get extremely irritated around a lot of people.","Experiencing memories of bad stuff as a kid, bullied at school, issues communicating with people and family, not having many friends, hard time talking with people, gets extremely irritated around a lot of people.","The statement reflects a consistent negative pattern about social interactions and personal history. The individual mentions multiple social difficulties spanning a long period, which indicates a broad conclusion about their social skills and relationships. This is characteristic of overgeneralization, where specific negative experiences (being bullied, difficulties talking) are extended to a wider negative view about all social interactions and personal relationships. There is no evidence of emotional reasoning (assuming feelings are facts), all-or-nothing thinking (black-or-white perspective), or other distortions. The focus is on a broad negative generalization from specific incidents over years.",Overgeneralization
1277,Am I making a scapegoat of their therapist? It just feels like she behaved recklessly and at the expense of my father.,Am I making a scapegoat of their therapist? It just feels like she behaved recklessly and at the expense of my father.,"The statement reflects the speaker's inner questioning about blaming the therapist unfairly ('making a scapegoat'). The speaker feels that the therapist acted recklessly and harmed their father. This feeling is based on an emotional reaction ('It just feels like'). There is no exaggeration of the situation, nor is there a broad generalization or labeling beyond the specific behavior. The focus is on emotional interpretation rather than factual analysis or assumptions about future events. The phrase 'It just feels like' highlights that the speaker's judgment is influenced by their current emotional state, which is characteristic of Emotional Reasoning.",Emotional Reasoning
1278,It really felt as if an animal had surfaced within me.,"""It really felt as if an animal had surfaced within me.""","The phrase indicates a feeling or sensation perceived as if an 'animal had surfaced within me.' This is based on the individual's emotional experience rather than objective evidence. The statement is grounded in how the person feels, which leads to a conclusion drawn directly from emotions. There is no evidence of all-or-nothing thinking, predicting the future, labeling oneself or others negatively, magnifying or filtering details, mind reading, personalization, or using 'should' statements. Instead, the reasoning is based clearly on the emotional experience (it felt like...), which aligns with Emotional Reasoning.",Emotional Reasoning
1279,"Stigmas are killing me and my mother, who also suffers mentally/physically, makes it hard for me to leave, connect with others, and has an issue with me and my sister growing up and being independent.","Stigmas are killing me and my mother; makes it hard for me to leave, connect with others; issue with me and my sister growing up and being independent.","The phrase 'Stigmas are killing me' indicates an extreme view that magnifies the negative impact of stigma to a life-threatening level. The statement generalizes the difficulties faced in multiple areas (leaving, connecting with others, family issues) as stemming from stigmas, suggesting a heightened perception of their effects. This amplification of negative consequences aligns with magnification rather than other distortions like all-or-nothing thinking (which involves absolute terms), personalization (blaming oneself exclusively), or emotional reasoning (basing reality solely on feelings). Therefore, the most suitable distortion is Magnification.",Magnification
1280,"I want him to be happy, and if that means breaking up with me that’s fine, but I don’t think that breaking up will make him any happier, because he cries at the thought of it and hasn’t made any motion to dump me yet..","I don’t think that breaking up will make him any happier, because he cries at the thought of it and hasn’t made any motion to dump me yet.","The statement involves assuming knowledge about another person's feelings and intentions without explicit confirmation—specifically, predicting that breaking up will not make him happier based on his emotional reaction and lack of action. This inference is drawn from interpreting his emotions and actions as indicative of his happiness or future decisions, which fits the criteria of 'Mind Reading' cognitive distortion where one assumes they know what another person is thinking or feeling without concrete evidence.",Mind Reading
1281,I don’t think this will ever stop.  I deeply regret it but I don’t want anyone to think that they could get away with tormenting me.,"""I don’t think this will ever stop."" ""I deeply regret it"" ""I don’t want anyone to think they could get away with tormenting me.""","The statement ""I don’t think this will ever stop"" reflects a prediction about the future, asserting a negative outcome without certainty. This aligns with the distortion of 'Fortune-telling,' where the person assumes they know what will happen. The expression of deep regret is emotional but not itself a distortion. The concern about others thinking they could get away with tormenting is more about a desire for justice rather than a cognitive distortion. Therefore, the main distortion present is the negative prediction about the future.",Fortune-telling
1282,"I felt invalid and unloved, and one day, I came to realize this was true.   I thought it was all my fault, even if I’d been told it wasn’t.","""I felt invalid and unloved"", ""I came to realize this was true"", ""I thought it was all my fault, even if I’d been told it wasn’t""","The statement focuses on feelings as evidence of reality, particularly in 'I came to realize this was true' based on how the person felt rather than objective facts. Despite external reassurance ('been told it wasn’t'), the individual believes their negative feelings reflect the actual truth. This indicates they are assuming their emotional state confirms reality without questioning it, fitting the pattern of Emotional Reasoning.",Emotional Reasoning
1283,"Lately, it has turned into OCD characterized by intrusive thoughts of guilt and shame over many things. I have often wondered if there is a memory that I have long-suppressed from my childhood that has been a root cause for my issues.",intrusive thoughts of guilt and shame; wondering if there is a long-suppressed childhood memory causing current issues,"The individual is attributing their current emotional distress and OCD symptoms to an assumed hidden childhood memory. They are inferring a cause without direct evidence, suggesting a form of guessing about the future or unknown mental content. This involves predicting or speculating about the existence of something (a repressed memory) that might explain their current state. This matches the distortion of 'Fortune-telling,' which involves making negative predictions or assumptions without factual basis.",Fortune-telling
1284,"I also have substance abuse problems, Im irrational and impulsive, and making common decisions is difficult.  The thought of seeking actual help, I know what I feel isn’t normal, but I fear what will become of me or my family if I go and completely honest.","I have substance abuse problems, I'm irrational and impulsive, making common decisions is difficult, I know what I feel isn’t normal, I fear what will become of me or my family if I go and completely honest.","The speaker acknowledges their substance abuse and difficulty with decision-making, indicating self-awareness rather than distortion in these facts. The key distortion lies in the fear about future consequences if they seek help, specifically fearing negative outcomes for themselves and their family. This reflects 'Fortune-telling' because the speaker is predicting a negative future outcome without evidence, driven by anxiety about being honest and seeking help.",Fortune-telling
1285,I don’t think anyone in the world would hate or judge me more than I do myself and deservedly so.,"""no one would hate or judge me more than I do myself""; ""deservedly so""","The statement reflects a belief that the speaker's self-judgment is the harshest and most justified, implying an internal assumption about others' thoughts and feelings without evidence. This suggests 'Mind Reading' because the speaker presumes to know others' judgments and compares them to their own without external confirmation.",Mind Reading
1286,"Im afraid to talk to people and when I’m around people I feel like my soul leaves my body and I start having an “episode”, where I freak out and feel like I’m literally going to die.  I’m so scared all the time because I dwell on the thought of “am I actually alive or not?”.","I'm afraid to talk to people; when I'm around people, I feel like my soul leaves my body; I start having an “episode” where I freak out and feel like I'm literally going to die; I'm scared all the time because I dwell on the thought of 'am I actually alive or not?'","The statement reflects an intense fear and anxiety when interacting with others, accompanied by catastrophic physical and mental sensations (soul leaving body, feeling like dying). The person focuses excessively on the feared outcome ('am I actually alive or not?') and assumes the worst-case scenario will happen. This indicates they are predicting a negative event with certainty, which aligns directly with the distortion known as 'Fortune-telling'. There is no evidence of all-or-nothing thinking, labeling, or other distortions as described; the central cognitive error is predicting a catastrophic outcome without evidence.",Fortune-telling
1287,"I lost everything in 2008 including the ability to control my actions, for years my emotions ran everything.","""I lost everything in 2008"", ""including the ability to control my actions"", ""for years my emotions ran everything""","The phrase ""I lost everything in 2008"" indicates a broad and absolute negative conclusion about the past event, suggesting a sweeping generalization. The phrase ""including the ability to control my actions"" extends this generalization to personal autonomy, while ""for years my emotions ran everything"" highlights ongoing emotional dominance. The overall sentiment reflects an exaggeration that everything was lost and uncontrollable for an extended period, which is characteristic of Overgeneralization—drawing a general conclusion based on a single event or limited experience.",Overgeneralization
1288,In the last appointment my GP asked me if I was suicidal and I went off on her pointing out that she was only asking to cover her own ass and that I knew if I said yes it would mean her calling an ehs crew to come and restrain me (the one thing that I’d told her earlier would make me violent).,GP asked if I was suicidal; I thought she was only asking to cover her own ass; I knew if I said yes it would mean her calling an ehs crew to restrain me; I had told her earlier that would make me violent.,"The individual assumes the GP’s intention behind the question is solely self-protective ('to cover her own ass'), which is a negative interpretation of another's thoughts without evidence. They predict a certain outcome from their disclosure (being restrained violently) based on past conversation without considering other possibilities or the GP’s actual intent. This aligns with 'Mind Reading' because they are inferring the GP’s thoughts and motives without direct communication and assuming a negative intention.",Mind Reading
1289,"I knew something was shady so I confronted him and told him not to lie, but he proceeded to and was going to fake the whole thing FOR A PICTURE.","""I knew something was shady"", ""he proceeded to and was going to fake the whole thing FOR A PICTURE""","The speaker makes a prediction about the other person's future behavior, asserting that he 'was going to fake the whole thing.' This shows the speaker is assuming a negative outcome without definitive proof, reflecting a belief about what will happen. This fits with 'Fortune-telling,' where one predicts the future negatively or assumes negative outcomes without evidence.",Fortune-telling
1290,I have a good job that I (kinda) enjoy but recently I feel like everyone that I work with is waiting for me to mess up. I don’t have much confidence in myself as it and always feel like everyone is judging me.,I feel like everyone that I work with is waiting for me to mess up; I always feel like everyone is judging me.,"The key phrases indicate that the person believes they know what others are thinking (that coworkers are waiting for them to mess up and judging them) without concrete evidence. This reflects an assumption about others' thoughts or intentions, which aligns with 'Mind Reading.' The statement does not suggest all-or-nothing thinking or exaggeration but centers on a presumed knowledge of others' negative thoughts.",Mind Reading
1291,I am crippled by loneliness. Mainly because my behaviors are antisocial and disgusting.,"""crippled by loneliness"", ""my behaviors are antisocial and disgusting""","The statement describes a strong negative self-label ('antisocial and disgusting') as the reason for loneliness. This involves assigning a global negative trait to oneself rather than focusing on specific behaviors or situations. The speaker is not just stating a behavior but labeling their entire self in a harsh, condemning way. This matches the cognitive distortion known as Labeling, where one characterizes themselves with a negative label that is overly simplistic and damaging.",Labeling
1292,"I cant talk right, not even when Im alone.","I can't talk right, not even when I'm alone","The statement suggests a global negative judgment about the person's ability to talk, extending the difficulty to all contexts, including when alone. This indicates a broad generalization based on possibly limited instances of difficulty. The phrase 'not even when I'm alone' emphasizes the perceived universality of the problem, which is characteristic of overgeneralization—drawing a broad conclusion from a single or limited event.",Overgeneralization
1293,"And I’m disgusted by this because I want to finish stuff, but then I don’t.","I’m disgusted by this because I want to finish stuff, but then I don’t.","The speaker expresses a strong negative emotion ('disgusted') based on their desire to finish tasks and their failure to do so. The feeling of disgust is taken as evidence that something is inherently wrong or bad. This aligns with Emotional Reasoning, where emotions are used as proof of reality, rather than objective facts. There is no indication of black-and-white thinking, prediction of the future, or other distortions like labeling or personalization.",Emotional Reasoning
1294,"This is my first shot in corporate world and since I am a survivor of repeated child sexual abuse, I have very low self esteem, trust and sharing issues I already am not sure if I will be able to survive in this cut throat world.  Everything haunts me and I hate myself and when a guy even for wrong reasons said he likes me, I melted.",I already am not sure if I will be able to survive in this cut throat world; Everything haunts me; I hate myself,"The person expresses a belief they will not be able to 'survive' in the corporate world based on their traumatic past and current feelings, implying a prediction of failure or negative outcome without evidence. This reflects forecasting a negative future. The statement is not an absolute (all-or-nothing), nor is it labeling others or themselves in a categorical way. The focus is on anticipating a negative future experience, which aligns well with 'Fortune-telling' cognitive distortion.",Fortune-telling
1295,Since I lived with my mother alone I have had loops of everything she used to tell me I was growing up- all leading up to “no one will love me if I don’t try really really hard to maintain their love”.,“no one will love me if I don’t try really really hard to maintain their love”,"The statement indicates a belief that if the person does not continuously put in excessive effort to maintain others' love, then no one will love them at all. This is a type of thinking where the outcome is viewed in absolute terms — either complete love if trying hard enough, or no love at all if not. This reflects a black-and-white or dichotomous view, characteristic of All-or-Nothing Thinking. The statement does not involve predicting the future (fortune-telling), nor does it involve labeling self or others in a global negative way, nor is it primarily emotional reasoning or personalization. Hence, the distortion best fitting this cognitive pattern is All-or-Nothing Thinking.",All-or-Nothing Thinking
1296,I deal with my emotions in front of other people and affect them instead of dealing with my emotions in private.,deal with my emotions in front of other people and affect them instead of dealing with my emotions in private,"The statement expresses self-blame and the perception that one's emotional expression directly impacts others negatively. This reflects a cognitive distortion where the individual takes excessive responsibility for others' emotional experiences based on their own behavior. The focus is on personal responsibility for others' feelings, which aligns with the definition of Personalization. There are no indications of all-or-nothing thinking, catastrophizing, or other distortions listed.",Personalization
1297,"Every time she does something that irritates me i get really angry and start to breath heavy and have the need to break things, after that i start to cry and whisper to myself “I hate her, i hate her.”","Every time she does something that irritates me; I get really angry and start to breathe heavy; have the need to break things; start to cry and whisper to myself 'I hate her, I hate her.'","The statement shows a strong emotional reaction triggered by irritation caused by 'her' actions. The key phrase 'Every time she does something that irritates me' suggests a repetitive negative outcome linked directly to her actions. The speaker expresses intense emotions (anger, crying, whispering hatred). However, there is a lack of evidence in the statement that the speaker is predicting the future (Fortune-telling), making overly generalized conclusions (Overgeneralization), or imposing absolute 'should' rules (Should statements). Instead, the key phrase 'I hate her, I hate her' reflects assigning an extremely negative label to the person based on emotional response, which aligns with 'Labeling'. 'Labeling' involves characterizing someone by a negative trait (hateful) rather than considering specific behaviors or situations. There are no signs of mind reading, magnification of consequences beyond feelings, or filtering out positive information. Hence, the core distortion is labeling the person negatively due to emotional turmoil.",Labeling
1298,"I am constantly becoming angry over very little things and sometimes I notice that I am angry for no reason at all. It is usually a very intense anger and I feel as it controls me and I mostly cannot control it. It is like every little thing sets me off into a rage and I make very poor decisions such as punching something, breaking something or throwing something.","I am constantly becoming angry over very little things; sometimes I notice that I am angry for no reason at all; it is usually a very intense anger and I feel as it controls me and I mostly cannot control it; every little thing sets me off into a rage; I make very poor decisions such as punching something, breaking something or throwing something.","The statement expresses a perception of frequent, intense anger triggered by minimal or no apparent reason. The individual feels controlled by their anger and believes that minor incidents consistently provoke a strong rage response leading to harmful actions. This reflects an exaggerated negative interpretation of events, emphasizing how small triggers lead to disproportionate and uncontrollable anger. The key cognitive distortion here is magnification, where the impact or significance of small triggers (or no triggers) is blown out of proportion, escalating emotional response and perceived severity of the situation.",Magnification
1299,"They are recovering from anorexia (very underweight) and body dysmorphic disorder, as well as depression and hints of bipolar disorder but are acting selfish, cruel, irrational, entitled.","""acting selfish, cruel, irrational, entitled""","The speaker attributes negative character traits directly to the person based on their behavior, essentially assigning global, fixed labels to them (selfish, cruel, irrational, entitled). This goes beyond describing actions or moments, instead categorizing the individual with harsh, definitive terms. This fits the definition of Labeling, which involves assigning a negative and absolute characterization to a person or self based on specific behaviors.",Labeling
1300,"Now that I’m writing this all down, it’s making me sound like some kind of deformed, basement-dwelling freak.","making me sound like some kind of deformed, basement-dwelling freak","The statement involves attaching a highly negative and global label to oneself based on the act of writing something down. The phrase 'deformed, basement-dwelling freak' is a derogatory label that the speaker applies to themselves, which strongly fits the definition of Labeling—assigning a negative, fixed identity to oneself without considering the complexity of the situation or oneself.",Labeling
1301,"I could not tell anyone for fear of his reaction, I am aware of what I see, what I feel .. but there are times when I confuse hallucinations with the real world, these “imaginary friends” tell me to do and say things such as attacking another person, insult, hurt me physically it.","fear of his reaction; confuse hallucinations with the real world; “imaginary friends” tell me to attack, insult, hurt myself","The speaker expresses fear about someone else's reaction, indicating an assumption or prediction of a negative response without evidence, which resembles 'Fortune-telling'. However, the main issue described is confusing hallucinations with reality, and hearing commands from imaginary entities to cause harm. This reflects a distorted perception of reality rather than a cognitive distortion about thinking patterns. There is also implicit emotional reasoning about the fear, but primarily the statement contains an assumption about another person's reaction which is not known for certain. Therefore, the dominant distortion here is 'Fortune-telling' as the person predicts the reaction they would receive if they share their experiences.",Fortune-telling
1302,I’m afraid people can hear what i’m thinking and they’re all just trying to hide it from me.,"people can hear what I'm thinking, they're all just trying to hide it from me","The statement assumes that others are aware of the person's thoughts and are deliberately concealing this fact. This involves attributing knowledge and intentions to others without evidence, which aligns with the cognitive distortion of mind reading. The person believes they know what others are thinking despite having no proof.",Mind Reading
1303,But i always had the same problem: at some point i was becoming a person no one paid interest to or even tried to ignore me.  The second problem i face–i cant concentrate at all.,"""always had the same problem"", ""becoming a person no one paid interest to or even tried to ignore me"", ""cant concentrate at all""","The phrase ""always had the same problem"" and the statement that the speaker is ""becoming a person no one paid interest to or even tried to ignore me"" show a pattern of generalizing a repeated negative experience to all situations or times. The use of ""always"" indicates that the speaker is assuming that this problem occurs continuously without exception. This is characteristic of Overgeneralization, where a single event or limited evidence is taken as a never-ending pattern.",Overgeneralization
1304,"A good example: if anything makes me angry–trivial or truly important, I might put on a wild, embarrassing, very inappropriate, and very unhealthy display of rage.","if anything makes me angry–trivial or truly important, I might put on a wild, embarrassing, very inappropriate, and very unhealthy display of rage","The statement generalizes that no matter the cause or seriousness of the anger (whether trivial or important), the resulting reaction will always be extreme and dysfunctional. This implies a broad and sweeping conclusion based on limited experiences or feelings, fitting the pattern where a specific event leads to a universal negative expectation.",Overgeneralization
